128, 99
129, 129
130, 81
131, 131
132, 66
133, 133
134, 68
135, 108
136, 69
137, 88
138, 85
139, 139
140, 70
141, 90
142, 71
143, 144
144, 73
145, 102
146, 73
147, 147
148, 74
149, 149
150, 110
151, 151
152, 77
153, 153
154, 77
155, 113
156, 80
157, 157
158, 79
159, 101
160, 80
161, 86
162, 81
163, 103
164, 82
165, 89
166, 84
167, 84
168, 84
169, 85
170, 85
171, 86
172, 86
173, 88
174, 87
175, 93
176, 88
177, 89
178, 89
179, 90
180, 90
181, 91
182, 91
183, 92
184, 76
185, 93
186, 93
187, 94
188, 94
189, 95
190, 95
191, 96
192, 96
193, 37
194, 97
195, 98
196, 98
197, 99
198, 99
199, 100
200, 100
201, 101
202, 101
203, 102
204, 61
205, 103
206, 103
207, 78
208, 70
209, 105
210, 105
211, 106
212, 53
213, 107
214, 107
215, 108
216, 54
217, 109
218, 109
219, 55
220, 55
221, 69
222, 60
223, 57
224, 56
225, 70
226, 58
227, 57
228, 57
229, 60
230, 58
231, 58
232, 58
233, 59
234, 59
235, 59
236, 59
237, 60
238, 60
239, 60
240, 60
241, 61
242, 61
243, 61
244, 61
245, 62
246, 62
247, 62
248, 62
249, 63
250, 63
251, 63
252, 63
253, 64
254, 64
255, 64
256, 64
257, 65
258, 65
259, 65
260, 65
261, 66
262, 66
263, 66
264, 66
265, 67
266, 67
267, 67
268, 67
269, 68
270, 68
271, 68
272, 68
273, 69
274, 69
275, 69
276, 69
277, 70
278, 70
279, 70
280, 70
281, 71
282, 71
283, 71
284, 71
285, 72
286, 72
287, 72
288, 72
289, 73
290, 73
291, 73
292, 73
293, 74
294, 74
295, 74
296, 74
297, 75
298, 75
299, 75
300, 75
301, 76
302, 76
303, 76
304, 76
305, 77
306, 77
307, 77
308, 77
309, 78
310, 78
311, 78
312, 78
313, 79
314, 79
315, 79
316, 79
317, 80
318, 80
319, 80
320, 80
321, 81
322, 81
323, 81
324, 81
325, 82
326, 82
327, 82
328, 82
329, 83
330, 83
331, 83
332, 83
333, 84
334, 84
335, 84
336, 78
337, 85
338, 85
339, 85
340, 85
341, 86
342, 86
343, 67
344, 43
345, 87
346, 87
347, 87
348, 87
349, 88
350, 88
351, 88
352, 46
353, 89
354, 89
355, 89
356, 45
357, 45
358, 46
359, 45
360, 45
361, 49
362, 47
363, 46
364, 46
365, 46
366, 46
367, 46
368, 46
369, 47
370, 47
371, 47
372, 47
373, 47
374, 47
375, 47
376, 47
377, 48
378, 48
379, 48
380, 48
381, 48
382, 48
383, 48
384, 48
385, 49
386, 49
387, 49
388, 49
389, 49
390, 49
391, 49
392, 49
393, 50
394, 50
395, 50
396, 50
397, 50
398, 50
399, 50
400, 50
401, 51
402, 51
403, 51
404, 51
405, 51
406, 51
407, 51
408, 51
409, 52
410, 52
411, 52
412, 52
413, 52
414, 52
415, 52
416, 52
417, 53
418, 53
419, 53
420, 53
421, 53
422, 53
423, 53
424, 53
425, 54
426, 54
427, 54
428, 54
429, 54
430, 54
431, 54
432, 54
433, 55
434, 55
435, 55
436, 55
437, 55
438, 55
439, 55
440, 55
441, 56
442, 56
443, 56
444, 56
445, 56
446, 56
447, 56
448, 56
449, 57
450, 57
451, 57
452, 57
453, 57
454, 57
455, 57
456, 57
457, 58
458, 58
459, 58
460, 58
461, 58
462, 58
463, 58
464, 58
465, 59
466, 59
467, 59
468, 59
469, 59
470, 59
471, 59
472, 59
473, 60
474, 60
475, 60
476, 60
477, 60
478, 60
479, 60
480, 60
481, 61
482, 61
483, 61
484, 61
485, 61
486, 61
487, 61
488, 61
489, 62
490, 62
491, 62
492, 62
493, 62
494, 62
495, 62
496, 62
497, 63
498, 63
499, 63
500, 63
501, 63
502, 63
503, 63
504, 63
505, 64
506, 64
507, 43
508, 64
509, 64
510, 32
511, 32
512, 64
513, 65
514, 65
515, 65
516, 65
517, 65
518, 65
519, 65
520, 65
521, 66
522, 66
523, 66
524, 66
525, 66
526, 66
527, 66
528, 66
529, 67
530, 67
531, 67
532, 67
533, 67
534, 67
535, 67
536, 67
537, 68
538, 68
539, 68
540, 68
541, 68
542, 68
543, 58
544, 34
545, 69
546, 69
547, 69
548, 69
549, 69
550, 69
551, 69
552, 69
553, 70
554, 70
555, 70
556, 70
557, 70
558, 70
559, 70
560, 70
561, 67
562, 58
563, 71
564, 71
565, 71
566, 57
567, 62
568, 36
569, 36
